pmid	triple_id	subject_name	subject_type	predicate	object_name	object_type	evidence_span	evidence_type	confidence	notes
36049483	T1	Lactobacillus salivarius	Microbe	produces	DL-endopeptidase	Bioactive	therapeutically restoring NOD2 ligands with a DL-endopeptidase-producing Lactobacillus salivarius strain	mechanistic	0.9	DL-endopeptidase explicitly described as produced by L. salivarius strain
39408592	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34160593	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
25752887	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39277863	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
25572840	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39811511	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40518950	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36637175	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32540526	T1	curcumin	Food	decreases_marker	ulcerative colitis	IBD_Outcome	TA/CUR-NPs oral administration significantly alleviated colitis symptoms in DSS-treated mice when compared with controls	animal	0.75	DSS mouse model; curcumin delivered as food-grade nanoparticle; alleviation of colitis symptoms as outcome marker
39711782	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35672451	T1	Klebsiella oxytoca	Microbe	increased_in	inflammatory bowel disease	IBD_Outcome	The Enterobacteriaceae population was higher in the feces of patients with inflammatory bowel disease (IBD-F) than in those of healthy control volunteers (HC-F)	cohort	0.85	Enterobacteriaceae family includes Klebsiella oxytoca; higher in IBD patients vs healthy controls
35672451	T2	Escherichia coli	Microbe	increased_in	inflammatory bowel disease	IBD_Outcome	The Enterobacteriaceae population was higher in the feces of patients with inflammatory bowel disease (IBD-F) than in those of healthy control volunteers (HC-F)	cohort	0.85	Enterobacteriaceae family includes E. coli; higher in IBD patients vs healthy controls
35672451	T3	Bifidobacterium longum	Microbe	decreased_in	inflammatory bowel disease	IBD_Outcome	Bifidobacterium longum, which was lower in IBD/D<sup>+</sup>-F vs. IBD/D<sup>-</sup>-F	cohort	0.8	Lower abundance in IBD patients with depression vs without depression
35504642	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37586618	T1	intestinal mesenchymal stromal cells	Food	decreases_marker	colitis-associated cancer	IBD_Outcome	iMSCs significantly inhibited colitis and intestinal tumor development	animal	0.8	AOM/DSS CAC mouse model; iMSCs administered systemically
37586618	T2	intestinal mesenchymal stromal cells	Food	increases_abundance_of	Akkermansia	Microbe	It also ameliorated intestinal dysbiosis in CAC mice, increasing diversity and Bacillota/Bacteroidota ratio, as well as Akkermansia abundance	animal	0.8	AOM/DSS CAC mouse model; microbiota shift restored by iMSCs
37586618	T3	intestinal mesenchymal stromal cells	Food	decreases_abundance_of	Alistipes	Microbe	while reducing Alistipes and Turicibacter, genera associated with inflammation	animal	0.8	AOM/DSS CAC mouse model; inflammation-associated taxa
39419885	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40218928	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
31574900	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
31546840	T1	Thuja occidentalis mother tincture	Food	decreases_marker	ulcerative colitis	IBD_Outcome	administration of 25 or 50 mg T. occidentalis MT/kg of body weight/day by gavage for 7 days succeeded in inhibiting the inflammatory process induced by TNBS in the intestine	animal	0.75	TNBS-induced colitis mouse model; phytotherapy intervention
31796936	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38845410	T1	lignin	Food	decreases_marker	ulcerative colitis	IBD_Outcome	lignin inhibited the disease activity index (DAI), histological damage, and cell death in UC mice	animal	0.8	DSS-induced UC mouse model; lignin treatment for 1 week
42103221	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40734779	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38035991	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36880732	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
29588835	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
29668991	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37070769	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
31358483	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
30315593	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40158564	T1	Codonopsis pilosula inulin-type fructan CP-A	Food	decreases_marker	colitis-associated cancer	IBD_Outcome	those treated with the combined administration of CP-A and 5-FU had significantly restored body weight, fewer tumors, smaller tumor volume, and reduced disease activity index (DAI) and histopathological scores	animal	0.8	AOM/DSS colitis-associated cancer mouse model; combination treatment with 5-FU
40158564	T2	Codonopsis pilosula inulin-type fructan CP-A	Food	increases_abundance_of	short chain fatty acid	Microbe	the combined administration of CP-A and 5-FU increased the abundance of SCFAs	animal	0.75	SCFA abundance measured by GC-MS; note: SCFA is a bioactive metabolite, not microbe per se, but the text indicates microbiota-mediated SCFA production
34589596	T1	Escherichia coli Nissle 1917 probiotic expressing Sj16	Food	decreases_marker	colitis	IBD_Outcome	EcN-Sj16 highly expressed Sj16 in the gastrointestinal tracts of dextran sulfate sodium-induced colitis mice and significantly attenuated the clinical activity of colitis mice	animal	0.8	DSS-induced colitis in mice; engineered probiotic as dietary intervention
34589596	T2	Escherichia coli Nissle 1917 probiotic expressing Sj16	Food	increases_abundance_of	Ruminococcaceae	Microbe	EcN-Sj16 increased the intestinal microbiota diversity and selectively promoted the growth of Ruminococcaceae	animal	0.85	DSS colitis model; direct promotion of butyrate-producing bacteria
34589596	T3	Ruminococcaceae	Microbe	produces	butyrate	Bioactive	selectively promoted the growth of Ruminococcaceae and therefore enhanced the butyrate production	animal	0.85	Mechanistic link between Ruminococcaceae abundance and butyrate production
37807005	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39351327	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33711649	T1	Arthrospira platensis	Food	decreases_abundance_of	Bilophila wadsworthia	Microbe	Cell numbers of B. wadsworthia decreased almost two orders of magnitude by Spirulina feeding	animal	0.8	IL-10-/- conventional mice; Spirulina (Arthrospira platensis) as dietary intervention causing decrease in B. wadsworthia abundance
33711649	T2	Arthrospira platensis	Food	increases_marker	colitis	IBD_Outcome	both, Spirulina and TC, induced expression of pro-inflammatory cytokines in cecal mucosa	animal	0.75	IL-10-/- colitis-prone mice; Spirulina induced pro-inflammatory markers but did not elicit severe colitis
40190259	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38367851	T1	Shigella	Microbe	increased_in	inflammatory bowel disease	IBD_Outcome	Compared with normal controls, a higher abundance of the intestinal Shigella spp. (Shigella flexneri and Shigella sonnei, which were positively relate to the severity of IBD)	cohort	0.85	n=80 IBD patients vs 24 controls; directly observed higher abundance in IBD
38367851	T2	Prevotella	Microbe	decreased_in	inflammatory bowel disease	IBD_Outcome	lower abundance of intestinal probiotics (Prevotella, Faecalibacterium and Roseburia)	cohort	0.85	n=80 IBD patients vs 24 controls; probiotic genus explicitly designated
38367851	T3	Faecalibacterium	Microbe	decreased_in	inflammatory bowel disease	IBD_Outcome	lower abundance of intestinal probiotics (Prevotella, Faecalibacterium and Roseburia)	cohort	0.85	n=80 IBD patients vs 24 controls; probiotic genus explicitly designated
38367851	T4	Roseburia	Microbe	decreased_in	inflammatory bowel disease	IBD_Outcome	lower abundance of intestinal probiotics (Prevotella, Faecalibacterium and Roseburia)	cohort	0.85	n=80 IBD patients vs 24 controls; probiotic genus explicitly designated
38367851	T5	Neisseria	Microbe	increased_in	inflammatory bowel disease	IBD_Outcome	higher abundance of oral Neisseria were present in IBD patients	cohort	0.8	n=80 IBD patients vs 24 controls; oral microbiota
38367851	T6	Ruminococcus	Microbe	increased_in	ulcerative colitis	IBD_Outcome	the elevated abundance of Ruminococcus in the gut was showed in UC ones	cohort	0.8	n=11 UC patients; elevated abundance in UC subgroup
39497860	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40476597	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38866914	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
30169455	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38041519	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39732236	T1	BLEPS-1	Food	decreases_marker	ulcerative colitis	IBD_Outcome	The combination of BLEPS-1 and L. acidophilus alleviated DSS-induced intestinal inflammation, outperforming either component alone.	animal	0.8	DSS-induced UC mouse model; exopolysaccharide from Bifidobacterium longum treated as Food intervention
39732236	T2	Lactobacillus acidophilus	Food	decreases_marker	ulcerative colitis	IBD_Outcome	The combination of BLEPS-1 and L. acidophilus alleviated DSS-induced intestinal inflammation, outperforming either component alone.	animal	0.8	DSS-induced UC mouse model; probiotic strain treated as Food intervention
39732236	T3	Bifidobacterium longum subsp. longum	Microbe	produces	exopolysaccharide	Bioactive	BLEPS-1, a novel EPS derived from Bifidobacterium longum subsp. longum XZ01	mechanistic	0.9	Direct production of EPS (BLEPS-1) by the Bifidobacterium strain
38998662	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
27354650	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
42021789	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35602072	T1	Escherichia coli Nissle 1917 expressing Elafin	Food	decreases_marker	ulcerative colitis	IBD_Outcome	EcN-Elafin significantly alleviated dextran sodium sulfate (DSS) induced colitis	animal	0.8	DSS mouse model; probiotic mapped as Food
35602072	T2	Escherichia coli Nissle 1917 expressing Elafin	Food	increases_abundance_of	butyrate-producing bacteria	Microbe	EcN-Elafin was also found to have restored the dysbiosis in gut caused by DSS administration. Moreover, EcN-Elafin significantly enhanced the concentrations of butyrate and valerate in the gut lumen	animal	0.75	Dysbiosis restoration inferred from butyrate production enhancement
35602072	T3	Escherichia coli Nissle 1917 expressing Elafin	Food	contains	Elafin	Bioactive	genetically engineered EcN to deliver Elafin (EcN-Elafin)	mechanistic	0.9	Explicit delivery of Elafin by engineered probiotic
37076803	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34431607	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39414058	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38413544	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
27217061	T1	Verrucomicrobia	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	we identified a significant decrease in the phylum Verrucomicrobia in patients with UC	cohort	0.85	Pediatric UC patients (untreated, pre-medication); colonic mucosal biopsy 16S rRNA sequencing
27217061	T2	Roseburia	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	At the genus level, we observed a significant decrease in the short chain fatty acid producer Roseburia	cohort	0.85	Pediatric UC patients (untreated); short-chain fatty acid producer explicitly identified
27217061	T3	Roseburia	Microbe	produces	short chain fatty acid	Bioactive	the short chain fatty acid producer Roseburia	mechanistic	0.9	Explicit functional classification as SCFA producer
40427639	T1	Gammaproteobacteria	Microbe	increased_in	ulcerative colitis	IBD_Outcome	we observed a small number of differentially abundant taxa in UC versus healthy controls, including members of the Classes Gammaproteobacteria and Clostridia	cohort	0.8	Pediatric IBD multiomics study; differentially abundant taxa in UC vs healthy controls
40427639	T2	Clostridia	Microbe	increased_in	ulcerative colitis	IBD_Outcome	we observed a small number of differentially abundant taxa in UC versus healthy controls, including members of the Classes Gammaproteobacteria and Clostridia	cohort	0.8	Pediatric IBD multiomics study; differentially abundant taxa in UC vs healthy controls
40427639	T3	Rikenellaceae	Microbe	increased_in	ulcerative colitis	IBD_Outcome	we observed a small number of differentially abundant taxa in UC versus healthy controls, including members of the Classes Gammaproteobacteria and Clostridia as well as members of the Family Rikenellaceae	cohort	0.8	Pediatric IBD multiomics study; differentially abundant family in UC vs healthy controls
33508686	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40285830	T1	zinc oxide nanoparticles	Food	decreases_marker	colitis	IBD_Outcome	dietary supplementation with ZnO NPs significantly alleviated damage to the colonic mucosal epithelial cells and crypts in IBD mice, while effectively reducing the inflammatory response	animal	0.8	TNBS-induced colitis mouse model; 160 ppm ZnO NPs showed significant protective effect
32954237	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
30487390	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39300532	T1	β-glucan	Food	decreases_marker	colitis	IBD_Outcome	BG intervention ameliorates colitis	animal	0.85	DSS-induced colitis mouse model; β-glucan dietary intervention
39300532	T2	β-glucan	Food	increases_abundance_of	Lactobacillus johnsonii	Microbe	BG intervention ameliorates colitis and reverses Lactobacillus reduction in colitic mice... L. johnsonii was the most significantly enriched Lactobacillus spp	animal	0.85	Mouse model; BG directly increases L. johnsonii abundance
